Muestras,Insertar0,InsertarM,Insertar1,Buscar0,BuscarM,Buscar1,Eliminar0,EliminarM,Eliminar1,Ordenar0,OrdenarM,Ordenar1
44750,0.0006,0.0004,0.0004,0.6183,0.6388,1.1262,1.3934,0.8222,0.671,1.5942,1.55595,1.5177
44800,0.0004,0.0006,0.0002,0.614,0.5048,0.2327,0.4945,0.6325,0.6914,1.5666,1.5776,1.5886
44850,0.0005,0.0005,0.0005,1.5808,0.9516,0.6673,0.8547,0.6175,0.8375,1.5704,1.58355,1.5967
44900,0.0006,0.0003,0.0003,0.6733,0.5932,0.2943,0.4992,0.5841,0.6751,1.5637,1.5889,1.6141
44950,0.0005,0.0006,0.0003,0.8347,0.7287,0.2965,0.5851,0.8717,0.9263,1.737,1.6608,1.5846
45000,0.0006,0.0004,0.0003,0.6707,0.6044,0.2396,0.5366,0.5861,0.7175,1.5383,1.5612,1.5841
45050,0.0004,0.0011,0.0004,0.842,1.0192,0.8565,1.6796,2.1025,0.9934,1.5766,1.5813,1.586
45100,0.0005,0.0008,0.0002,0.7769,0.7184,0.403,0.7499,0.7612,0.7415,1.5733,1.6395,1.7057
45150,0.0006,0.0003,0.0003,0.6775,0.5985,0.2313,0.5689,0.623,0.6724,1.5941,1.58845,1.5828
45200,0.0005,0.0008,0.0003,0.6531,0.5374,0.2611,0.5949,0.6488,0.7549,1.6676,1.70565,1.7437
45250,0.0006,0.0003,0.0003,0.7121,0.5433,0.2501,0.5122,0.586,2.0112,1.5516,1.57555,1.5995
45300,0.0006,0.0004,0.0004,0.643,0.7379,0.5366,0.6119,0.6957,0.7303,1.5935,1.5972,1.6009
45350,0.0005,0.0005,0.0002,0.845,0.7391,0.3932,0.526,0.6981,0.7163,1.6332,1.59535,1.5575
45400,0.0004,0.0004,0.0003,0.6471,0.6443,0.2873,0.507,0.6382,0.7016,2.1376,1.8726,1.6076
45450,0.0005,0.0009,0.0004,0.9584,1.6653,1.2349,1.6007,0.709,1.3146,1.7659,2.03025,2.2946
45500,0.0006,0.0008,0.0004,1.078,1.3107,0.7556,0.8545,0.6553,0.7715,1.6785,1.70185,1.7252
45550,0.0006,0.0009,0.0003,0.8292,0.6849,0.2587,0.5044,0.5902,0.6858,1.7019,1.65855,1.6152
45600,0.0004,0.0003,0.0003,0.603,0.7495,0.3095,0.5134,0.626,1.6611,1.5793,1.60065,1.622
45650,0.0006,0.0007,0.0003,0.6887,0.7303,0.3655,0.5955,0.6324,0.7095,1.786,1.77315,1.7603
45700,0.0005,0.0003,0.0002,0.6388,1.2157,0.912,0.9412,0.6039,0.697,1.6411,1.65305,1.665
45750,0.0005,0.0003,0.0003,0.6633,0.8463,0.4956,0.5587,0.6265,0.7791,1.5881,1.6509,1.7137
45800,0.0005,0.001,0.0003,0.7681,0.7567,0.508,0.5365,0.6044,0.6921,1.6261,1.688,1.7499
45850,0.0007,0.0005,0.0004,0.6787,0.5702,0.3818,0.623,0.7886,0.7033,1.717,1.6912,1.6654
45900,0.0006,0.0009,0.0003,0.7389,0.7148,0.2922,0.539,0.6883,0.7818,1.6416,1.6333,1.625
45950,0.0004,0.0005,0.0003,0.9812,0.608,0.236,0.5083,0.8394,0.701,1.6418,1.6357,1.6296
46000,0.0004,0.0004,0.0004,0.6275,0.5138,0.248,0.5068,0.5955,0.6865,1.7077,1.65005,1.5924
46050,0.0004,0.0012,0.0004,0.7568,0.6783,0.2707,0.5189,0.612,0.7051,1.5998,1.61725,1.6347
46100,0.0005,0.0004,0.0003,0.907,0.703,0.3553,0.5139,0.6082,0.7305,1.602,1.5985,1.595
46150,0.0004,0.0006,0.0004,0.6945,0.6293,0.2851,0.5127,0.6329,0.9553,1.9056,1.75345,1.6013
46200,0.0006,0.0005,0.0003,0.9765,0.6742,0.5509,0.5598,0.6261,0.8372,1.6442,1.64255,1.6409
46250,0.0004,0.0008,0.0004,0.7744,0.6294,0.261,0.5106,0.5968,0.6903,1.8314,1.73935,1.6473
46300,0.0005,0.0012,0.0003,0.7259,0.5724,0.2477,0.5117,0.5999,0.7892,1.6748,1.67625,1.6777
46350,0.0005,0.0004,0.0002,0.6874,0.5827,0.2565,0.5105,0.5985,0.8264,1.62,1.6162,1.6124
46400,0.0004,0.0004,0.0003,0.663,0.6855,0.3849,0.6035,0.6054,0.6986,1.7641,1.7097,1.6553
46450,0.0006,0.0008,0.0004,0.9849,0.7379,0.5672,0.6392,0.6399,0.7042,1.6537,1.772,1.8903
46500,0.0006,0.0009,0.0003,0.8306,0.705,0.4754,0.5315,0.6046,1.8683,1.6333,1.66205,1.6908
46550,0.0004,0.0005,0.0003,0.7225,0.6026,0.2622,0.5884,0.646,0.7341,1.6482,1.6483,1.6484
46600,0.0005,0.0008,0.0003,0.7982,0.6379,0.3228,0.5602,0.6183,0.7244,1.6097,1.7894,1.9691
46650,0.0005,0.0008,0.0003,0.7235,0.8068,0.4746,0.8294,0.6346,1.9761,1.7582,1.69915,1.6401
46700,0.0005,0.0006,0.0003,0.6875,0.5809,0.2521,0.5154,0.6043,0.7389,1.6615,1.6567,1.6519
46750,0.0004,0.0003,0.0002,0.7751,0.6159,0.5338,0.6351,0.7038,0.9219,1.9885,1.8833,1.7781
46800,0.0006,0.0003,0.0003,0.9007,0.6724,0.4092,0.8589,0.9076,0.7082,1.7331,1.67255,1.612
46850,0.0005,0.0003,0.0003,0.6336,0.6344,0.2758,0.5409,0.6094,0.7009,1.9929,1.8989,1.8049
46900,0.0006,0.0005,0.0003,0.7162,0.5974,0.2919,0.5732,0.8739,0.7209,1.6986,1.6763,1.654
46950,0.0005,0.0007,0.0003,0.6844,0.6074,0.3035,0.5533,0.6159,0.7113,1.8347,1.80435,1.774
47000,0.0008,0.001,0.0003,0.8108,0.7767,0.6815,0.9779,0.6431,0.7728,1.758,1.813,1.868
47050,0.0006,0.0008,0.0004,0.9083,0.9057,0.5147,1.7147,1.65,0.9833,1.7561,1.7009,1.6457
47100,0.0005,0.0012,0.0003,0.9164,0.6254,0.2532,0.5234,0.7009,0.8384,1.7643,1.74175,1.7192
47150,0.0005,0.0007,0.0003,0.7319,0.5798,0.2754,0.667,0.6222,0.8587,1.8951,1.8094,1.7237
47200,0.0004,0.0007,0.0003,0.6898,0.6181,0.341,0.6961,0.7277,0.7503,1.6966,1.67745,1.6583
47250,0.0004,0.0007,0.0003,0.7435,0.6356,0.2787,0.559,0.6889,0.8675,1.6692,1.6761,1.683
47300,0.0005,0.0004,0.0003,0.9431,0.6898,0.2895,0.5207,0.6243,0.736,1.6312,1.72185,1.8125
47350,0.0012,0.0004,0.0003,0.754,0.5989,0.2877,0.5278,0.6125,0.707,1.6877,1.76955,1.8514
47400,0.0005,0.0005,0.0003,0.7427,0.6523,0.3084,0.5853,0.6603,0.9509,1.9082,1.802,1.6958
47450,0.0005,0.001,0.0003,1.0752,0.6387,0.5733,0.8939,0.697,0.7062,1.9263,1.97945,2.0326
47500,0.0009,0.0009,0.0003,0.7304,0.6945,0.2779,0.5534,0.6326,1.6354,1.7169,1.68045,1.644
47550,0.0005,0.0007,0.0003,0.7934,0.6486,0.3299,0.5705,0.678,0.7567,1.8588,1.83085,1.8029
47600,0.0005,0.0008,0.0002,0.8022,0.8413,0.4138,0.6667,0.6197,0.7116,1.7078,1.75155,1.7953
47650,0.0005,0.0003,0.0003,0.7681,0.6299,0.2727,0.5265,0.6164,2.2472,1.6502,1.64835,1.6465
47700,0.0005,0.0006,0.0003,0.7343,0.6285,0.3972,0.5386,0.6709,0.8654,1.7546,1.75785,1.7611
47750,0.0005,0.0009,0.0003,0.749,0.6003,0.2603,0.5909,0.689,0.7364,1.676,1.7003,1.7246
47800,0.0005,0.0007,0.0004,0.7932,0.6462,0.3436,0.5922,1.004,2.0101,1.7054,1.71565,1.7259
47850,0.0006,0.0008,0.0003,0.8283,0.6745,0.2994,0.5498,0.8707,0.8884,1.7598,1.79835,1.8369
47900,0.0006,0.0008,0.0003,0.898,0.6132,0.2559,0.5276,0.6721,0.9227,2.0124,1.91325,1.8141
47950,0.0009,0.0006,0.0002,0.7047,1.6585,1.0417,1.8424,1.1897,0.795,2.1482,1.90505,1.6619
48000,0.0006,0.0004,0.0003,0.7424,0.7452,0.431,0.6463,0.6438,0.7358,1.6777,1.70865,1.7396
48050,0.0005,0.0007,0.0004,0.7125,0.6001,0.2608,0.6094,0.6711,0.7181,1.7073,1.6967,1.6861
48100,0.0004,0.0009,0.0003,0.7667,0.7411,0.3695,0.7928,0.7663,1.0368,1.7088,1.7122,1.7156
48150,0.0006,0.0006,0.0004,0.7719,0.8782,0.4414,0.7296,0.7425,0.8031,1.7478,1.7788,1.8098
48200,0.0008,0.0009,0.0003,0.9889,0.8936,0.9816,2.5869,1.9053,1.1007,1.8697,2.1598,2.4499
48250,0.0006,0.0005,0.0004,0.7605,0.9067,0.5051,1.2037,0.9425,1.096,1.6763,1.95135,2.2264
48300,0.0005,0.0007,0.0003,0.8048,0.7329,0.699,0.6456,0.6519,2.4577,1.7332,1.7278,1.7224
48350,0.0005,0.001,0.0003,0.7519,0.7435,0.3012,0.5466,0.629,0.7891,1.7493,1.76435,1.7794
48400,0.0005,0.0007,0.0003,0.7353,0.6221,0.3431,0.6084,0.6774,0.7229,1.6875,1.68505,1.6826
48450,0.0004,0.0006,0.0003,1.2084,0.7751,0.5614,0.5923,0.6553,0.7714,1.991,1.8411,1.6912
48500,0.0005,0.0003,0.0004,0.7406,0.5697,0.2834,0.5382,0.8747,0.9119,1.8269,1.7767,1.7265
48550,0.0005,0.0008,0.0003,0.8167,0.7092,0.2891,0.6459,0.8208,0.9428,1.7406,1.73735,1.7341
48600,0.0005,0.0008,0.0004,0.9911,0.8628,0.6095,0.5751,0.6519,0.8901,1.7979,1.8863,1.9747
48650,0.0005,0.0004,0.0003,0.9336,0.9043,0.6601,0.8484,0.714,0.7367,1.7636,1.85815,1.9527
48700,0.0009,0.0007,0.0003,0.7225,0.6257,0.2797,0.5402,0.628,0.7255,1.6954,1.7129,1.7304
48750,0.0005,0.0005,0.0004,0.6553,0.6034,0.2739,0.5404,0.6369,0.7655,2.0905,1.9219,1.7533
48800,0.0004,0.0015,0.0005,0.9365,0.8583,0.6357,0.5849,0.6464,0.7495,1.7696,1.7514,1.7332
48850,0.0006,0.0008,0.0003,0.7396,0.825,0.8016,0.6856,0.6946,0.8556,1.7588,1.754,1.7492
48900,0.0005,0.0009,0.0003,0.8017,0.8641,0.3818,0.5765,0.6441,0.7414,1.8438,1.797,1.7502
48950,0.0006,0.001,0.0003,0.8328,0.6781,0.3032,0.5852,0.7401,1.3605,1.7957,1.8069,1.8181
49000,0.0005,0.0013,0.0003,0.8728,0.7814,0.5153,1.0365,0.8313,0.8927,1.7526,1.74945,1.7463
49050,0.0004,0.0005,0.0003,0.7744,0.714,0.3151,0.5643,0.6661,0.8195,1.7677,1.76755,1.7674
49100,0.0005,0.0008,0.0003,0.7997,0.6758,0.5929,0.7309,0.8217,0.781,2.1239,2.07735,2.0308
49150,0.0006,0.0005,0.0003,0.8519,0.8412,0.7326,0.5882,1.2479,0.9023,2.8303,2.36365,1.897
49200,0.0006,0.0007,0.0003,0.7587,0.8243,0.3498,0.5663,1.8827,2.3867,1.956,2.0331,2.1102
49250,0.0005,0.0007,0.0004,0.7507,0.7839,0.7748,0.5744,0.7288,1.1008,1.7208,1.70765,1.6945
49300,0.0005,0.0008,0.0003,0.978,0.879,0.5982,0.6435,0.7192,0.8348,1.7661,1.78085,1.7956
49350,0.0005,0.001,0.0003,1.0497,1.4775,1.319,1.2423,0.7671,0.7872,1.7932,1.98395,2.1747
49400,0.0006,0.001,0.0003,0.8411,0.8515,0.4,0.6434,0.7039,0.8198,1.7968,1.78495,1.7731
49450,0.0004,0.0015,0.0003,1.0364,0.769,0.6039,0.5851,0.7535,0.7904,1.8057,2.13275,2.4598
49500,0.0008,0.0008,0.0004,0.7983,0.8125,0.4613,0.6778,0.6555,0.747,1.7735,1.78285,1.7922
49550,0.0005,0.0007,0.0003,0.936,0.8629,0.4379,0.7863,0.7517,0.7924,1.8547,1.8554,1.8561
49600,0.0005,0.0009,0.0003,0.7867,0.6609,0.3238,0.6769,0.6889,0.77,2.2024,1.9957,1.789
49650,0.0005,0.0004,0.0003,0.8251,1.3074,0.7248,1.4227,0.9144,0.9426,1.7889,1.85045,1.912
49700,0.0007,0.0008,0.0004,0.8148,0.6876,0.348,0.6124,0.6907,1.2076,1.7884,1.79545,1.8025
49750,0.0005,0.0005,0.0003,1.2221,0.7882,0.6289,0.6307,0.663,0.7631,2.2359,2.01525,1.7946
49800,0.0005,0.0009,0.0003,0.8196,1.0495,0.3904,0.6123,0.7154,0.8509,1.7575,1.75165,1.7458
49850,0.0004,0.0006,0.0003,0.7965,0.7649,0.3717,0.5249,0.9905,1.1806,1.8836,1.8783,1.873
49900,0.0007,0.0006,0.0004,1.1717,1.3787,1.0311,1.3604,0.707,0.7938,2.0219,1.92905,1.8362
49950,0.0005,0.0004,0.0003,0.8015,0.8322,0.3339,0.5637,0.6799,1.1119,1.7776,1.7859,1.7942
50000,0.0005,0.0004,0.0003,1.0526,0.6769,0.5702,0.7503,0.731,0.8537,1.9381,1.9203,1.9025
